000000,Start preprocess_pdb,1633661499.745797,0
000000,Start preprocess_traj,1633661517.3437836,17.597986698150635
000000,Start concatenate,1633661529.676246,12.332462310791016
000000,Start write_h5,1633661529.6763186,7.271766662597656e-05
000000,Start generate_embeddings,1633661529.6782682,0.0019495487213134766
000000,Start unlink h5,1633661532.018751,2.340482711791992
000000,Start savetxt,1633661532.0188677,0.00011682510375976562
000000,Done,1633661532.0195284,0.0006606578826904297
000001,Start preprocess_pdb,1633661878.987884,0
000001,Start preprocess_traj,1633661905.1428554,26.15497136116028
000001,Start concatenate,1633661918.1966999,13.053844451904297
000001,Start write_h5,1633661918.196824,0.00012421607971191406
000001,Start generate_embeddings,1633661918.1998112,0.0029871463775634766
000001,Start unlink h5,1633661921.6424215,3.442610263824463
000001,Start savetxt,1633661921.6424837,6.222724914550781e-05
000001,Done,1633661921.642987,0.0005033016204833984
000002,Start preprocess_pdb,1633661920.3099523,0
000002,Start preprocess_traj,1633661938.4756327,18.165680408477783
000002,Start concatenate,1633661951.1052303,12.629597663879395
000002,Start write_h5,1633661951.1053023,7.200241088867188e-05
000002,Start generate_embeddings,1633661951.1073449,0.002042531967163086
000002,Start unlink h5,1633661953.7237408,2.616395950317383
000002,Start savetxt,1633661953.7238038,6.29425048828125e-05
000002,Done,1633661953.724274,0.00047016143798828125
000003,Start preprocess_pdb,1633661554.5754108,0
000003,Start preprocess_traj,1633661573.0714579,18.496047019958496
000003,Start concatenate,1633661586.3552139,13.283756017684937
000003,Start write_h5,1633661586.3553257,0.00011181831359863281
000003,Start generate_embeddings,1633661586.3583515,0.0030257701873779297
000003,Start unlink h5,1633661590.0906477,3.7322962284088135
000003,Start savetxt,1633661590.0907168,6.914138793945312e-05
000003,Done,1633661590.0912883,0.0005714893341064453
000004,Start preprocess_pdb,1633661830.8619218,0
000004,Start preprocess_traj,1633661850.6105232,19.74860143661499
000004,Start concatenate,1633661862.1914427,11.58091950416565
000004,Start write_h5,1633661862.1915202,7.748603820800781e-05
000004,Start generate_embeddings,1633661862.193602,0.0020818710327148438
000004,Start unlink h5,1633661864.427822,2.234220027923584
000004,Start savetxt,1633661864.4279056,8.344650268554688e-05
000004,Done,1633661864.428493,0.00058746337890625
000005,Start preprocess_pdb,1633661928.1826096,0
000005,Start preprocess_traj,1633661946.4572537,18.274644136428833
000005,Start concatenate,1633661958.764354,12.307100296020508
000005,Start write_h5,1633661958.7644334,7.939338684082031e-05
000005,Start generate_embeddings,1633661958.7667012,0.0022678375244140625
000005,Start unlink h5,1633661961.3494012,2.58270001411438
000005,Start savetxt,1633661961.3494914,9.012222290039062e-05
000005,Done,1633661961.3501115,0.0006201267242431641
000006,Start preprocess_pdb,1633661869.9154627,0
000006,Start preprocess_traj,1633661894.894278,24.97881531715393
000006,Start concatenate,1633661907.3000355,12.405757427215576
