ID, Elapsed, Walltime
001832,33.98, 263 seconds 0.07 hours
001630,33.95, 262 seconds 0.07 hours
004287,33.90, 264 seconds 0.07 hours
004260,33.98, 263 seconds 0.07 hours
003535,34.02, 262 seconds 0.07 hours
005423,33.89, 264 seconds 0.07 hours
000437,33.98, 262 seconds 0.07 hours
003284,33.52, 267 seconds 0.07 hours
002914,33.92, 262 seconds 0.07 hours
002058,33.60, 266 seconds 0.07 hours
005172,33.77, 264 seconds 0.07 hours
003941,33.82, 264 seconds 0.07 hours
005367,34.06, 263 seconds 0.07 hours
005545,33.90, 264 seconds 0.07 hours
002639,34.01, 264 seconds 0.07 hours
002901,33.98, 264 seconds 0.07 hours
005897,33.85, 265 seconds 0.07 hours
002987,34.05, 263 seconds 0.07 hours
002334,33.81, 265 seconds 0.07 hours
000343,33.89, 265 seconds 0.07 hours
003896,33.56, 266 seconds 0.07 hours
005008,33.93, 263 seconds 0.07 hours
003430,34.07, 262 seconds 0.07 hours
001902,34.06, 262 seconds 0.07 hours
004630,34.03, 263 seconds 0.07 hours
004273,33.50, 267 seconds 0.07 hours
005877,33.95, 263 seconds 0.07 hours
005801,33.98, 263 seconds 0.07 hours
005182,33.91, 264 seconds 0.07 hours
001280,33.87, 264 seconds 0.07 hours
003721,33.75, 265 seconds 0.07 hours
001964,33.99, 263 seconds 0.07 hours
000438,33.55, 267 seconds 0.07 hours
001771,34.04, 263 seconds 0.07 hours
002694,33.99, 263 seconds 0.07 hours
002438,34.04, 263 seconds 0.07 hours
001349,33.90, 263 seconds 0.07 hours
002201,33.91, 264 seconds 0.07 hours
001854,33.83, 264 seconds 0.07 hours
003336,33.78, 264 seconds 0.07 hours
003007,33.80, 264 seconds 0.07 hours
003805,34.08, 262 seconds 0.07 hours
001532,33.98, 262 seconds 0.07 hours
004683,33.58, 266 seconds 0.07 hours
002488,33.62, 266 seconds 0.07 hours
003720,34.11, 262 seconds 0.07 hours
000943,33.99, 263 seconds 0.07 hours
000508,33.80, 265 seconds 0.07 hours
003392,33.89, 263 seconds 0.07 hours
002333,34.02, 263 seconds 0.07 hours
003441,34.05, 263 seconds 0.07 hours
002115,34.00, 263 seconds 0.07 hours
002646,33.91, 263 seconds 0.07 hours
004201,34.04, 262 seconds 0.07 hours
004512,33.60, 265 seconds 0.07 hours
000544,33.57, 266 seconds 0.07 hours
003481,34.04, 262 seconds 0.07 hours
001508,33.62, 266 seconds 0.07 hours
002984,33.93, 263 seconds 0.07 hours
004265,33.49, 266 seconds 0.07 hours
001968,33.98, 263 seconds 0.07 hours
000377,33.53, 265 seconds 0.07 hours
000820,34.00, 263 seconds 0.07 hours
002240,33.83, 264 seconds 0.07 hours
002396,33.96, 263 seconds 0.07 hours
000321,33.62, 266 seconds 0.07 hours
000275,33.89, 264 seconds 0.07 hours
001664,34.12, 262 seconds 0.07 hours
005439,34.09, 262 seconds 0.07 hours
003865,33.88, 263 seconds 0.07 hours
004718,34.05, 262 seconds 0.07 hours
000284,33.59, 266 seconds 0.07 hours
000662,33.90, 264 seconds 0.07 hours
001673,33.97, 263 seconds 0.07 hours
001878,33.50, 267 seconds 0.07 hours
004813,34.03, 263 seconds 0.07 hours
000674,33.60, 266 seconds 0.07 hours
004719,33.86, 264 seconds 0.07 hours
005214,33.99, 263 seconds 0.07 hours
003959,34.04, 262 seconds 0.07 hours
005429,33.97, 263 seconds 0.07 hours
002033,33.52, 266 seconds 0.07 hours
005451,33.89, 263 seconds 0.07 hours
005497,33.97, 262 seconds 0.07 hours
003515,33.93, 263 seconds 0.07 hours
001403,33.79, 264 seconds 0.07 hours
002859,33.97, 263 seconds 0.07 hours
000538,33.92, 262 seconds 0.07 hours
001140,33.60, 265 seconds 0.07 hours
003407,34.05, 263 seconds 0.07 hours
004508,33.48, 267 seconds 0.07 hours
003621,33.57, 266 seconds 0.07 hours
001385,34.05, 263 seconds 0.07 hours
004524,33.79, 265 seconds 0.07 hours
002216,33.92, 264 seconds 0.07 hours
001316,33.98, 263 seconds 0.07 hours
002435,34.04, 263 seconds 0.07 hours
004471,33.92, 264 seconds 0.07 hours
003776,34.06, 262 seconds 0.07 hours
004782,33.97, 263 seconds 0.07 hours
003659,33.94, 263 seconds 0.07 hours
002640,33.49, 267 seconds 0.07 hours
005616,33.57, 266 seconds 0.07 hours
004109,33.80, 264 seconds 0.07 hours
000669,33.78, 265 seconds 0.07 hours
005489,33.89, 265 seconds 0.07 hours
002955,33.95, 263 seconds 0.07 hours
000420,33.85, 265 seconds 0.07 hours
005124,33.95, 264 seconds 0.07 hours
004667,33.87, 265 seconds 0.07 hours
001407,33.94, 263 seconds 0.07 hours
003012,33.49, 266 seconds 0.07 hours
003144,34.03, 262 seconds 0.07 hours
003601,34.01, 263 seconds 0.07 hours
002146,33.54, 266 seconds 0.07 hours
005714,33.56, 266 seconds 0.07 hours
001074,33.66, 266 seconds 0.07 hours
005435,33.99, 262 seconds 0.07 hours
005460,33.79, 264 seconds 0.07 hours
002727,33.80, 263 seconds 0.07 hours
005838,33.93, 263 seconds 0.07 hours
004207,33.86, 263 seconds 0.07 hours
005492,33.94, 263 seconds 0.07 hours
004860,33.94, 263 seconds 0.07 hours
004518,33.58, 267 seconds 0.07 hours
000323,33.52, 266 seconds 0.07 hours
005919,33.99, 262 seconds 0.07 hours
000822,34.01, 263 seconds 0.07 hours
001026,33.84, 265 seconds 0.07 hours
003593,34.05, 262 seconds 0.07 hours
004111,33.91, 264 seconds 0.07 hours
004459,33.51, 267 seconds 0.07 hours
002865,33.90, 263 seconds 0.07 hours
000702,34.02, 264 seconds 0.07 hours
004096,33.85, 263 seconds 0.07 hours
004427,33.97, 263 seconds 0.07 hours
005704,33.54, 266 seconds 0.07 hours
003694,33.95, 262 seconds 0.07 hours
002124,34.00, 263 seconds 0.07 hours
004541,33.85, 264 seconds 0.07 hours
000602,34.00, 263 seconds 0.07 hours
005732,34.07, 262 seconds 0.07 hours
004495,33.55, 266 seconds 0.07 hours
004960,34.00, 263 seconds 0.07 hours
000482,33.57, 266 seconds 0.07 hours
001806,33.94, 263 seconds 0.07 hours
001953,33.92, 263 seconds 0.07 hours
005577,33.87, 263 seconds 0.07 hours
005455,34.04, 262 seconds 0.07 hours
001502,33.54, 266 seconds 0.07 hours
003629,33.93, 263 seconds 0.07 hours
003427,34.03, 262 seconds 0.07 hours
006080,33.94, 262 seconds 0.07 hours
006020,33.97, 263 seconds 0.07 hours
006027,33.87, 263 seconds 0.07 hours
000221,33.65, 267 seconds 0.07 hours
006022,34.10, 262 seconds 0.07 hours
001109,33.53, 266 seconds 0.07 hours
001159,33.76, 265 seconds 0.07 hours
002597,33.74, 264 seconds 0.07 hours
003944,34.08, 262 seconds 0.07 hours
003127,33.59, 265 seconds 0.07 hours
002544,34.12, 261 seconds 0.07 hours
003819,33.69, 265 seconds 0.07 hours
005110,33.59, 266 seconds 0.07 hours
003778,34.03, 262 seconds 0.07 hours
005974,33.94, 264 seconds 0.07 hours
005517,33.54, 266 seconds 0.07 hours
006082,34.09, 263 seconds 0.07 hours
001165,34.05, 263 seconds 0.07 hours
006010,33.88, 263 seconds 0.07 hours
006014,33.89, 263 seconds 0.07 hours
000047,34.05, 262 seconds 0.07 hours
005048,33.91, 263 seconds 0.07 hours
004935,34.00, 262 seconds 0.07 hours
005729,33.57, 265 seconds 0.07 hours
005901,33.94, 262 seconds 0.07 hours
005927,33.82, 264 seconds 0.07 hours
003717,33.61, 266 seconds 0.07 hours
004044,34.10, 261 seconds 0.07 hours
005806,33.54, 266 seconds 0.07 hours
001544,33.87, 263 seconds 0.07 hours
001570,33.63, 265 seconds 0.07 hours
002861,34.04, 262 seconds 0.07 hours
004485,33.75, 265 seconds 0.07 hours
004646,33.93, 264 seconds 0.07 hours
000698,33.53, 267 seconds 0.07 hours
002057,33.89, 264 seconds 0.07 hours
000788,33.68, 266 seconds 0.07 hours
005225,33.82, 264 seconds 0.07 hours
004152,33.95, 263 seconds 0.07 hours
005105,33.47, 266 seconds 0.07 hours
004552,33.94, 262 seconds 0.07 hours
001825,33.92, 263 seconds 0.07 hours
002938,33.80, 265 seconds 0.07 hours
003917,33.94, 264 seconds 0.07 hours
002843,33.86, 265 seconds 0.07 hours
004258,34.10, 263 seconds 0.07 hours
000457,33.95, 264 seconds 0.07 hours
004020,33.51, 267 seconds 0.07 hours
003664,34.11, 262 seconds 0.07 hours
003998,33.56, 266 seconds 0.07 hours
003328,33.99, 263 seconds 0.07 hours
004063,34.05, 263 seconds 0.07 hours
004600,33.87, 263 seconds 0.07 hours
004845,33.89, 263 seconds 0.07 hours
002329,33.58, 267 seconds 0.07 hours
004738,33.96, 263 seconds 0.07 hours
003454,33.98, 263 seconds 0.07 hours
005095,33.80, 264 seconds 0.07 hours
002275,33.50, 266 seconds 0.07 hours
005478,34.01, 262 seconds 0.07 hours
002514,33.88, 263 seconds 0.07 hours
005754,34.01, 263 seconds 0.07 hours
005739,33.93, 264 seconds 0.07 hours
004834,33.63, 266 seconds 0.07 hours
005044,34.04, 263 seconds 0.07 hours
005934,33.82, 265 seconds 0.07 hours
000099,34.09, 263 seconds 0.07 hours
003978,34.09, 262 seconds 0.07 hours
005377,33.88, 263 seconds 0.07 hours
005807,33.90, 263 seconds 0.07 hours
002836,33.50, 266 seconds 0.07 hours
005617,34.05, 262 seconds 0.07 hours
004859,34.01, 262 seconds 0.07 hours
001601,33.96, 263 seconds 0.07 hours
004228,33.93, 262 seconds 0.07 hours
005224,33.56, 266 seconds 0.07 hours
005010,33.76, 264 seconds 0.07 hours
004839,33.83, 263 seconds 0.07 hours
003870,34.05, 262 seconds 0.07 hours
000362,33.61, 267 seconds 0.07 hours
002578,33.74, 266 seconds 0.07 hours
003663,33.98, 264 seconds 0.07 hours
003335,33.59, 267 seconds 0.07 hours
004345,34.04, 263 seconds 0.07 hours
005245,33.99, 263 seconds 0.07 hours
005810,33.94, 263 seconds 0.07 hours
005556,34.08, 263 seconds 0.07 hours
006028,33.86, 264 seconds 0.07 hours
001135,33.98, 263 seconds 0.07 hours
006068,33.50, 267 seconds 0.07 hours
003654,34.12, 262 seconds 0.07 hours
003275,33.99, 264 seconds 0.07 hours
002683,33.55, 266 seconds 0.07 hours
005424,33.99, 263 seconds 0.07 hours
005501,33.97, 263 seconds 0.07 hours
002498,33.93, 263 seconds 0.07 hours
004251,33.77, 265 seconds 0.07 hours
001466,33.95, 263 seconds 0.07 hours
003420,33.77, 264 seconds 0.07 hours
001114,33.99, 263 seconds 0.07 hours
004113,34.02, 263 seconds 0.07 hours
004217,33.98, 263 seconds 0.07 hours
003489,33.53, 267 seconds 0.07 hours
005886,33.94, 263 seconds 0.07 hours
005741,33.86, 263 seconds 0.07 hours
004413,33.93, 263 seconds 0.07 hours
001977,33.81, 265 seconds 0.07 hours
001876,33.95, 263 seconds 0.07 hours
000065,33.72, 266 seconds 0.07 hours
002882,33.54, 266 seconds 0.07 hours
002224,33.61, 266 seconds 0.07 hours
000212,34.01, 263 seconds 0.07 hours
001721,33.79, 264 seconds 0.07 hours
000249,33.82, 264 seconds 0.07 hours
002368,34.03, 263 seconds 0.07 hours
000589,33.53, 266 seconds 0.07 hours
002872,33.52, 266 seconds 0.07 hours
002592,33.88, 264 seconds 0.07 hours
003697,33.95, 263 seconds 0.07 hours
002150,33.97, 263 seconds 0.07 hours
002904,33.52, 267 seconds 0.07 hours
001910,33.50, 268 seconds 0.07 hours
003320,33.92, 264 seconds 0.07 hours
003252,33.57, 267 seconds 0.07 hours
001662,34.04, 264 seconds 0.07 hours
001781,33.95, 264 seconds 0.07 hours
003170,33.94, 263 seconds 0.07 hours
003324,34.00, 263 seconds 0.07 hours
004610,33.95, 263 seconds 0.07 hours
003802,33.77, 265 seconds 0.07 hours
001923,33.71, 265 seconds 0.07 hours
005079,34.01, 263 seconds 0.07 hours
002825,33.61, 266 seconds 0.07 hours
001398,34.01, 263 seconds 0.07 hours
005829,33.90, 264 seconds 0.07 hours
004913,33.83, 263 seconds 0.07 hours
000005,33.90, 264 seconds 0.07 hours
004041,34.04, 263 seconds 0.07 hours
000356,33.55, 266 seconds 0.07 hours
001607,33.50, 266 seconds 0.07 hours
004764,33.94, 263 seconds 0.07 hours
003798,33.94, 263 seconds 0.07 hours
002184,33.66, 265 seconds 0.07 hours
001096,34.01, 263 seconds 0.07 hours
005885,34.02, 263 seconds 0.07 hours
005998,33.89, 264 seconds 0.07 hours
005400,33.94, 263 seconds 0.07 hours
005130,33.95, 263 seconds 0.07 hours
005997,33.96, 263 seconds 0.07 hours
005996,33.84, 264 seconds 0.07 hours
000821,33.67, 266 seconds 0.07 hours
000747,33.91, 263 seconds 0.07 hours
003011,33.98, 263 seconds 0.07 hours
001821,33.80, 264 seconds 0.07 hours
001665,33.87, 264 seconds 0.07 hours
000211,34.09, 263 seconds 0.07 hours
003067,34.07, 262 seconds 0.07 hours
001307,34.07, 262 seconds 0.07 hours
001194,33.60, 266 seconds 0.07 hours
004876,33.58, 265 seconds 0.07 hours
004366,33.95, 263 seconds 0.07 hours
003292,33.62, 266 seconds 0.07 hours
001836,33.96, 263 seconds 0.07 hours
001744,33.43, 267 seconds 0.07 hours
001560,34.00, 262 seconds 0.07 hours
003830,33.78, 264 seconds 0.07 hours
001086,33.95, 263 seconds 0.07 hours
003277,33.98, 263 seconds 0.07 hours
004181,34.09, 262 seconds 0.07 hours
004229,33.92, 263 seconds 0.07 hours
000915,34.04, 262 seconds 0.07 hours
004434,34.09, 262 seconds 0.07 hours
004290,33.99, 263 seconds 0.07 hours
001091,33.53, 267 seconds 0.07 hours
005495,33.56, 266 seconds 0.07 hours
004420,34.02, 263 seconds 0.07 hours
001260,33.55, 267 seconds 0.07 hours
004214,33.87, 263 seconds 0.07 hours
002508,34.05, 261 seconds 0.07 hours
003713,33.60, 266 seconds 0.07 hours
004506,33.84, 264 seconds 0.07 hours
005721,33.92, 263 seconds 0.07 hours
001739,33.61, 266 seconds 0.07 hours
005766,33.87, 264 seconds 0.07 hours
002985,33.67, 265 seconds 0.07 hours
001354,33.82, 263 seconds 0.07 hours
005546,33.97, 263 seconds 0.07 hours
005937,33.87, 264 seconds 0.07 hours
005678,33.92, 264 seconds 0.07 hours
000112,33.84, 264 seconds 0.07 hours
005841,34.04, 262 seconds 0.07 hours
005752,33.76, 265 seconds 0.07 hours
002967,33.60, 265 seconds 0.07 hours
000654,34.01, 264 seconds 0.07 hours
004665,33.49, 266 seconds 0.07 hours
005155,34.10, 262 seconds 0.07 hours
004546,33.45, 268 seconds 0.07 hours
000571,34.04, 262 seconds 0.07 hours
004156,33.92, 263 seconds 0.07 hours
002950,33.74, 265 seconds 0.07 hours
003604,34.06, 262 seconds 0.07 hours
000534,34.10, 262 seconds 0.07 hours
002829,33.84, 264 seconds 0.07 hours
000858,33.59, 266 seconds 0.07 hours
002038,34.08, 262 seconds 0.07 hours
005875,33.95, 263 seconds 0.07 hours
005865,33.58, 267 seconds 0.07 hours
005011,33.81, 264 seconds 0.07 hours
005803,33.61, 265 seconds 0.07 hours
003562,33.93, 262 seconds 0.07 hours
001488,33.98, 264 seconds 0.07 hours
000570,33.80, 265 seconds 0.07 hours
001430,34.06, 263 seconds 0.07 hours
000653,33.77, 265 seconds 0.07 hours
003472,33.50, 267 seconds 0.07 hours
003513,33.89, 264 seconds 0.07 hours
001526,33.51, 266 seconds 0.07 hours
003522,33.62, 265 seconds 0.07 hours
000848,33.63, 265 seconds 0.07 hours
002932,34.01, 262 seconds 0.07 hours
001126,33.88, 263 seconds 0.07 hours
002784,33.45, 267 seconds 0.07 hours
003913,33.80, 264 seconds 0.07 hours
001959,34.07, 263 seconds 0.07 hours
005387,33.97, 263 seconds 0.07 hours
005584,34.01, 263 seconds 0.07 hours
002907,33.91, 263 seconds 0.07 hours
005275,33.77, 265 seconds 0.07 hours
004252,34.03, 263 seconds 0.07 hours
005816,33.98, 263 seconds 0.07 hours
002973,33.78, 264 seconds 0.07 hours
005376,34.06, 262 seconds 0.07 hours
000800,33.81, 265 seconds 0.07 hours
006055,33.65, 266 seconds 0.07 hours
004108,33.89, 264 seconds 0.07 hours
001107,33.87, 264 seconds 0.07 hours
005961,34.07, 262 seconds 0.07 hours
005260,34.00, 264 seconds 0.07 hours
005013,33.82, 264 seconds 0.07 hours
005955,33.98, 264 seconds 0.07 hours
001983,33.83, 265 seconds 0.07 hours
002056,34.14, 262 seconds 0.07 hours
002972,33.93, 264 seconds 0.07 hours
000023,33.89, 264 seconds 0.07 hours
001882,33.92, 263 seconds 0.07 hours
003630,33.87, 264 seconds 0.07 hours
001310,33.93, 262 seconds 0.07 hours
001753,33.68, 265 seconds 0.07 hours
002834,33.84, 264 seconds 0.07 hours
001569,33.82, 264 seconds 0.07 hours
000346,33.81, 264 seconds 0.07 hours
003961,34.06, 262 seconds 0.07 hours
004583,34.03, 262 seconds 0.07 hours
004183,34.06, 262 seconds 0.07 hours
000577,33.57, 266 seconds 0.07 hours
004947,33.51, 266 seconds 0.07 hours
001418,33.87, 264 seconds 0.07 hours
004716,34.01, 263 seconds 0.07 hours
004733,34.03, 263 seconds 0.07 hours
001341,33.87, 264 seconds 0.07 hours
001506,33.86, 263 seconds 0.07 hours
002774,33.69, 265 seconds 0.07 hours
004806,33.94, 263 seconds 0.07 hours
002643,33.81, 264 seconds 0.07 hours
004266,33.98, 262 seconds 0.07 hours
000615,33.91, 263 seconds 0.07 hours
002413,33.87, 263 seconds 0.07 hours
001543,34.08, 262 seconds 0.07 hours
004333,33.80, 264 seconds 0.07 hours
000967,34.01, 263 seconds 0.07 hours
005629,33.94, 264 seconds 0.07 hours
005921,33.97, 263 seconds 0.07 hours
005845,33.89, 264 seconds 0.07 hours
005943,33.53, 267 seconds 0.07 hours
004736,34.03, 262 seconds 0.07 hours
001364,33.83, 263 seconds 0.07 hours
005440,34.08, 262 seconds 0.07 hours
005471,33.91, 263 seconds 0.07 hours
005750,34.05, 262 seconds 0.07 hours
001706,33.48, 267 seconds 0.07 hours
002526,33.57, 265 seconds 0.07 hours
003763,33.82, 263 seconds 0.07 hours
006018,33.69, 265 seconds 0.07 hours
006084,33.48, 266 seconds 0.07 hours
000637,33.96, 263 seconds 0.07 hours
004061,33.96, 263 seconds 0.07 hours
004025,33.58, 266 seconds 0.07 hours
004263,33.82, 264 seconds 0.07 hours
001790,33.68, 265 seconds 0.07 hours
004056,33.99, 263 seconds 0.07 hours
004176,33.55, 267 seconds 0.07 hours
003902,34.08, 262 seconds 0.07 hours
000938,33.89, 263 seconds 0.07 hours
000180,33.80, 264 seconds 0.07 hours
005610,33.55, 266 seconds 0.07 hours
005372,33.97, 262 seconds 0.07 hours
004593,34.01, 263 seconds 0.07 hours
000104,33.92, 262 seconds 0.07 hours
000732,33.63, 265 seconds 0.07 hours
003164,33.84, 263 seconds 0.07 hours
005253,33.96, 262 seconds 0.07 hours
001848,33.79, 264 seconds 0.07 hours
004792,33.47, 266 seconds 0.07 hours
004165,33.62, 266 seconds 0.07 hours
002068,34.01, 263 seconds 0.07 hours
004116,33.99, 263 seconds 0.07 hours
000360,33.95, 264 seconds 0.07 hours
000240,33.67, 266 seconds 0.07 hours
004599,34.07, 262 seconds 0.07 hours
003179,33.58, 267 seconds 0.07 hours
002197,33.88, 264 seconds 0.07 hours
002576,34.00, 264 seconds 0.07 hours
004812,34.07, 262 seconds 0.07 hours
002392,33.84, 265 seconds 0.07 hours
004101,33.99, 264 seconds 0.07 hours
003130,33.89, 264 seconds 0.07 hours
004233,33.96, 264 seconds 0.07 hours
000816,33.58, 267 seconds 0.07 hours
000998,33.57, 266 seconds 0.07 hours
003507,33.88, 263 seconds 0.07 hours
000896,33.77, 264 seconds 0.07 hours
005111,33.86, 264 seconds 0.07 hours
000120,33.57, 266 seconds 0.07 hours
002951,34.01, 263 seconds 0.07 hours
005324,33.88, 264 seconds 0.07 hours
003087,34.06, 263 seconds 0.07 hours
000503,33.96, 263 seconds 0.07 hours
003502,33.98, 264 seconds 0.07 hours
002156,33.96, 264 seconds 0.07 hours
004928,34.00, 264 seconds 0.07 hours
003139,33.79, 265 seconds 0.07 hours
001817,33.96, 264 seconds 0.07 hours
000170,34.05, 261 seconds 0.07 hours
004710,33.66, 265 seconds 0.07 hours
003469,33.84, 264 seconds 0.07 hours
003302,34.05, 262 seconds 0.07 hours
001112,33.82, 264 seconds 0.07 hours
002344,34.03, 262 seconds 0.07 hours
005753,33.54, 265 seconds 0.07 hours
005796,33.97, 263 seconds 0.07 hours
001377,34.05, 262 seconds 0.07 hours
003259,33.56, 267 seconds 0.07 hours
005576,33.78, 265 seconds 0.07 hours
005469,34.07, 263 seconds 0.07 hours
001263,34.06, 263 seconds 0.07 hours
004346,33.78, 265 seconds 0.07 hours
002537,33.59, 267 seconds 0.07 hours
004286,33.87, 264 seconds 0.07 hours
000003,33.80, 266 seconds 0.07 hours
000115,33.90, 265 seconds 0.07 hours
000244,33.95, 264 seconds 0.07 hours
000567,33.99, 264 seconds 0.07 hours
001252,34.03, 264 seconds 0.07 hours
000060,33.85, 265 seconds 0.07 hours
003032,33.92, 263 seconds 0.07 hours
002858,33.88, 263 seconds 0.07 hours
005021,33.61, 265 seconds 0.07 hours
004392,33.78, 264 seconds 0.07 hours
004293,33.90, 263 seconds 0.07 hours
003730,33.91, 263 seconds 0.07 hours
003491,33.69, 265 seconds 0.07 hours
003892,34.06, 261 seconds 0.07 hours
002297,33.73, 264 seconds 0.07 hours
003162,33.93, 264 seconds 0.07 hours
002370,33.85, 263 seconds 0.07 hours
001942,33.80, 264 seconds 0.07 hours
004281,33.91, 264 seconds 0.07 hours
004220,33.88, 265 seconds 0.07 hours
004254,33.50, 268 seconds 0.07 hours
004030,33.87, 265 seconds 0.07 hours
005480,34.02, 264 seconds 0.07 hours
005443,33.90, 265 seconds 0.07 hours
003969,33.93, 265 seconds 0.07 hours
004197,34.02, 264 seconds 0.07 hours
004543,33.98, 264 seconds 0.07 hours
004238,33.87, 265 seconds 0.07 hours
002563,34.01, 264 seconds 0.07 hours
003105,33.68, 267 seconds 0.07 hours
005811,33.93, 263 seconds 0.07 hours
004670,33.86, 264 seconds 0.07 hours
004179,33.54, 266 seconds 0.07 hours
003608,33.98, 263 seconds 0.07 hours
000146,33.51, 266 seconds 0.07 hours
004863,34.07, 262 seconds 0.07 hours
001176,33.78, 265 seconds 0.07 hours
005325,34.00, 263 seconds 0.07 hours
003905,33.92, 264 seconds 0.07 hours
005339,33.92, 264 seconds 0.07 hours
001250,33.98, 263 seconds 0.07 hours
005603,33.80, 265 seconds 0.07 hours
004357,34.01, 262 seconds 0.07 hours
004797,34.06, 263 seconds 0.07 hours
004940,33.93, 264 seconds 0.07 hours
000835,33.51, 267 seconds 0.07 hours
003066,33.96, 263 seconds 0.07 hours
000502,33.61, 265 seconds 0.07 hours
001616,33.89, 264 seconds 0.07 hours
004606,33.87, 265 seconds 0.07 hours
002921,33.72, 266 seconds 0.07 hours
003588,33.98, 264 seconds 0.07 hours
002773,33.80, 265 seconds 0.07 hours
005162,33.95, 264 seconds 0.07 hours
002414,34.11, 262 seconds 0.07 hours
005283,33.91, 263 seconds 0.07 hours
000931,34.10, 261 seconds 0.07 hours
005233,33.58, 267 seconds 0.07 hours
004802,34.04, 262 seconds 0.07 hours
003168,33.63, 266 seconds 0.07 hours
002483,33.80, 265 seconds 0.07 hours
005094,33.96, 264 seconds 0.07 hours
004904,33.77, 265 seconds 0.07 hours
003370,34.02, 263 seconds 0.07 hours
004678,34.09, 263 seconds 0.07 hours
004825,33.88, 264 seconds 0.07 hours
005768,34.09, 262 seconds 0.07 hours
003666,33.59, 266 seconds 0.07 hours
000986,33.52, 267 seconds 0.07 hours
005176,33.90, 263 seconds 0.07 hours
001439,33.90, 263 seconds 0.07 hours
003791,34.05, 262 seconds 0.07 hours
006079,33.52, 266 seconds 0.07 hours
000083,34.00, 263 seconds 0.07 hours
005056,33.87, 263 seconds 0.07 hours
002051,33.90, 264 seconds 0.07 hours
001266,33.92, 263 seconds 0.07 hours
005898,33.78, 264 seconds 0.07 hours
005065,34.04, 263 seconds 0.07 hours
003380,34.03, 263 seconds 0.07 hours
000958,33.97, 263 seconds 0.07 hours
004573,33.59, 266 seconds 0.07 hours
004007,33.95, 263 seconds 0.07 hours
004613,33.81, 264 seconds 0.07 hours
002714,33.91, 264 seconds 0.07 hours
005949,33.95, 264 seconds 0.07 hours
005312,33.79, 265 seconds 0.07 hours
005374,34.02, 264 seconds 0.07 hours
000330,33.78, 265 seconds 0.07 hours
000579,33.95, 264 seconds 0.07 hours
000710,33.66, 264 seconds 0.07 hours
000442,33.48, 266 seconds 0.07 hours
003751,33.96, 264 seconds 0.07 hours
001775,34.07, 262 seconds 0.07 hours
001034,33.64, 265 seconds 0.07 hours
002619,33.92, 263 seconds 0.07 hours
001298,33.97, 264 seconds 0.07 hours
002299,33.93, 264 seconds 0.07 hours
002290,33.87, 264 seconds 0.07 hours
000889,34.06, 263 seconds 0.07 hours
001121,33.81, 264 seconds 0.07 hours
002163,34.04, 262 seconds 0.07 hours
002204,34.03, 263 seconds 0.07 hours
000857,33.57, 266 seconds 0.07 hours
004274,33.93, 263 seconds 0.07 hours
000607,33.71, 265 seconds 0.07 hours
000312,33.54, 267 seconds 0.07 hours
003841,34.00, 262 seconds 0.07 hours
005653,33.93, 263 seconds 0.07 hours
003692,33.57, 266 seconds 0.07 hours
001181,33.79, 264 seconds 0.07 hours
005193,33.95, 263 seconds 0.07 hours
000404,33.83, 264 seconds 0.07 hours
003063,34.07, 262 seconds 0.07 hours
002085,34.10, 263 seconds 0.07 hours
004712,33.83, 265 seconds 0.07 hours
000163,33.89, 264 seconds 0.07 hours
006105,33.92, 263 seconds 0.07 hours
006106,33.51, 266 seconds 0.07 hours
006087,33.42, 268 seconds 0.07 hours
002003,33.81, 264 seconds 0.07 hours
006107,33.56, 266 seconds 0.07 hours
004521,33.50, 266 seconds 0.07 hours
000200,34.03, 263 seconds 0.07 hours
006108,33.39, 267 seconds 0.07 hours
005950,34.01, 264 seconds 0.07 hours
003108,33.93, 265 seconds 0.07 hours
006073,33.92, 265 seconds 0.07 hours
000543,33.88, 265 seconds 0.07 hours
005236,33.80, 266 seconds 0.07 hours
005550,34.01, 264 seconds 0.07 hours
001802,33.97, 262 seconds 0.07 hours
000700,33.99, 262 seconds 0.07 hours
002168,33.63, 265 seconds 0.07 hours
003825,34.04, 263 seconds 0.07 hours
002627,33.49, 266 seconds 0.07 hours
002583,33.53, 266 seconds 0.07 hours
004963,33.54, 266 seconds 0.07 hours
004452,34.00, 263 seconds 0.07 hours
004783,33.92, 263 seconds 0.07 hours
005467,33.51, 266 seconds 0.07 hours
001155,33.60, 266 seconds 0.07 hours
005751,34.00, 262 seconds 0.07 hours
005825,33.83, 264 seconds 0.07 hours
005846,34.01, 263 seconds 0.07 hours
001064,34.05, 263 seconds 0.07 hours
006011,33.57, 266 seconds 0.07 hours
006015,33.72, 265 seconds 0.07 hours
005677,33.90, 263 seconds 0.07 hours
001606,33.83, 264 seconds 0.07 hours
003069,34.02, 263 seconds 0.07 hours
004271,33.96, 263 seconds 0.07 hours
001095,33.96, 263 seconds 0.07 hours
002074,33.54, 267 seconds 0.07 hours
003739,33.93, 264 seconds 0.07 hours
002669,34.09, 262 seconds 0.07 hours
005038,33.52, 267 seconds 0.07 hours
003940,33.55, 266 seconds 0.07 hours
004578,33.53, 267 seconds 0.07 hours
003520,34.03, 263 seconds 0.07 hours
003580,34.02, 263 seconds 0.07 hours
002462,33.96, 263 seconds 0.07 hours
001175,33.90, 264 seconds 0.07 hours
000398,33.89, 264 seconds 0.07 hours
000647,33.50, 267 seconds 0.07 hours
001768,34.08, 261 seconds 0.07 hours
