000000,Start preprocess_pdb,1633661499.745797,17.597986698150635
000000,Start preprocess_traj,1633661517.3437836,12.332462310791016
000000,Start concatenate,1633661529.676246,7.271766662597656e-05
000000,Start write_h5,1633661529.6763186,0.0019495487213134766
000000,Start generate_embeddings,1633661529.6782682,2.340482711791992
000000,Start unlink h5,1633661532.018751,0.00011682510375976562
000000,Start savetxt,1633661532.0188677,0.0006606578826904297
000000,Done,1633661532.0195284,0
000001,Start preprocess_pdb,1633661878.987884,26.15497136116028
000001,Start preprocess_traj,1633661905.1428554,13.053844451904297
000001,Start concatenate,1633661918.1966999,0.00012421607971191406
000001,Start write_h5,1633661918.196824,0.0029871463775634766
000001,Start generate_embeddings,1633661918.1998112,3.442610263824463
000001,Start unlink h5,1633661921.6424215,6.222724914550781e-05
000001,Start savetxt,1633661921.6424837,0.0005033016204833984
000001,Done,1633661921.642987,0
000002,Start preprocess_pdb,1633661920.3099523,18.165680408477783
000002,Start preprocess_traj,1633661938.4756327,12.629597663879395
000002,Start concatenate,1633661951.1052303,7.200241088867188e-05
000002,Start write_h5,1633661951.1053023,0.002042531967163086
000002,Start generate_embeddings,1633661951.1073449,2.616395950317383
000002,Start unlink h5,1633661953.7237408,6.29425048828125e-05
000002,Start savetxt,1633661953.7238038,0.00047016143798828125
000002,Done,1633661953.724274,0
000003,Start preprocess_pdb,1633661554.5754108,18.496047019958496
000003,Start preprocess_traj,1633661573.0714579,13.283756017684937
000003,Start concatenate,1633661586.3552139,0.00011181831359863281
000003,Start write_h5,1633661586.3553257,0.0030257701873779297
000003,Start generate_embeddings,1633661586.3583515,3.7322962284088135
000003,Start unlink h5,1633661590.0906477,6.914138793945312e-05
000003,Start savetxt,1633661590.0907168,0.0005714893341064453
000003,Done,1633661590.0912883,0
000004,Start preprocess_pdb,1633661830.8619218,19.74860143661499
000004,Start preprocess_traj,1633661850.6105232,11.58091950416565
000004,Start concatenate,1633661862.1914427,7.748603820800781e-05
000004,Start write_h5,1633661862.1915202,0.0020818710327148438
000004,Start generate_embeddings,1633661862.193602,2.234220027923584
000004,Start unlink h5,1633661864.427822,8.344650268554688e-05
000004,Start savetxt,1633661864.4279056,0.00058746337890625
000004,Done,1633661864.428493,0
000005,Start preprocess_pdb,1633661928.1826096,18.274644136428833
000005,Start preprocess_traj,1633661946.4572537,12.307100296020508
000005,Start concatenate,1633661958.764354,7.939338684082031e-05
000005,Start write_h5,1633661958.7644334,0.0022678375244140625
000005,Start generate_embeddings,1633661958.7667012,2.58270001411438
000005,Start unlink h5,1633661961.3494012,9.012222290039062e-05
000005,Start savetxt,1633661961.3494914,0.0006201267242431641
000005,Done,1633661961.3501115,0
000006,Start preprocess_pdb,1633661869.9154627,24.97881531715393
000006,Start preprocess_traj,1633661894.894278,12.405757427215576
000006,Start concatenate,1633661907.3000355,8.249282836914062e-05
000006,Start write_h5,1633661907.300118,0.002260923385620117
000006,Start generate_embeddings,1633661907.302379,3.962789535522461
000006,Start unlink h5,1633661911.2651684,8.416175842285156e-05
000006,Start savetxt,1633661911.2652526,0.0006358623504638672
000006,Done,1633661911.2658885,0
000007,Start preprocess_pdb,1633661837.0902662,20.045867443084717
000007,Start preprocess_traj,1633661857.1361337,13.428990840911865
000007,Start concatenate,1633661870.5651245,0.0001125335693359375
000007,Start write_h5,1633661870.565237,0.003003835678100586
000007,Start generate_embeddings,1633661870.568241,2.719167947769165
000007,Start unlink h5,1633661873.2874088,8.559226989746094e-05
000007,Start savetxt,1633661873.2874944,0.0006279945373535156
000007,Done,1633661873.2881224,0
000008,Start preprocess_pdb,1633661598.433015,18.795327186584473
000008,Start preprocess_traj,1633661617.2283423,11.945973634719849
000008,Start concatenate,1633661629.174316,7.390975952148438e-05
000008,Start write_h5,1633661629.1743898,0.002032041549682617
000008,Start generate_embeddings,1633661629.1764219,2.270585298538208
000008,Start unlink h5,1633661631.4470072,8.20159912109375e-05
000008,Start savetxt,1633661631.4470892,0.0005366802215576172
000008,Done,1633661631.4476259,0
000009,Start preprocess_pdb,1633661649.6120706,23.060853242874146
000009,Start preprocess_traj,1633661672.6729238,12.036884546279907
000009,Start concatenate,1633661684.7098083,6.103515625e-05
000009,Start write_h5,1633661684.7098694,0.0018165111541748047
000009,Start generate_embeddings,1633661684.711686,2.83172869682312
000009,Start unlink h5,1633661687.5434146,5.53131103515625e-05
000009,Start savetxt,1633661687.54347,0.0004456043243408203
000009,Done,1633661687.5439155,0
000010,Start preprocess_pdb,1633661824.240308,23.29579472541809
000010,Start preprocess_traj,1633661847.5361028,13.867053508758545
000010,Start concatenate,1633661861.4031563,7.033348083496094e-05
000010,Start write_h5,1633661861.4032266,0.0019693374633789062
000010,Start generate_embeddings,1633661861.405196,3.138481378555298
000010,Start unlink h5,1633661864.5436773,7.152557373046875e-05
000010,Start savetxt,1633661864.5437489,0.0005056858062744141
000010,Done,1633661864.5442545,0
000011,Start preprocess_pdb,1633661881.109077,20.10696840286255
000011,Start preprocess_traj,1633661901.2160454,13.461745738983154
000011,Start concatenate,1633661914.677791,7.62939453125e-05
000011,Start write_h5,1633661914.6778674,0.0020885467529296875
000011,Start generate_embeddings,1633661914.679956,3.27986478805542
000011,Start unlink h5,1633661917.9598207,8.249282836914062e-05
000011,Start savetxt,1633661917.9599032,0.0005991458892822266
000011,Done,1633661917.9605024,0
000012,Start preprocess_pdb,1633661730.6721277,30.88121771812439
000012,Start preprocess_traj,1633661761.5533454,12.322444915771484
000012,Start concatenate,1633661773.8757904,8.130073547363281e-05
